Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug brand names,decision
Carrier E,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,158,"ROOM & BOARD, WARD - REHABILITATION",5.0,,14.6,,,5.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,4.0,,8.1,,,4.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,80053,COMPREHENSIVE METABOLIC PANEL,3.0,,82.7,,,3.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,71045,RADIOLOGIC EXAM CHEST SINGLE VIEW,3.0,,34.1,,,3.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,3.0,,8.2,,,3.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,152,"ROOM & BOARD, WARD - OB",3.0,,39.0,,,3.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,150,"ROOM & BOARD, WARD - GENERAL",27.0,,17.4,,,27.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,16.0,16.1,22.7,,1.0,15.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,762,"SPECIALTY SERVICES, OBSERVATION HOURS",11.0,,11.7,,,11.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99291,CRITICAL CARE ILL/INJURED PATIENT INIT 30-74 MIN,9.0,,34.1,,,9.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,158,"ROOM & BOARD, WARD - REHABILITATION",5.0,,14.6,,,5.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,4.0,,8.1,,,4.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,80053,COMPREHENSIVE METABOLIC PANEL,3.0,,82.7,,,3.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,71045,RADIOLOGIC EXAM CHEST SINGLE VIEW,3.0,,34.1,,,3.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,3.0,,8.2,,,3.0,,missing,missing,approved
Carrier E,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,152,"ROOM & BOARD, WARD - OB",3.0,,39.0,,,3.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97161,PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS,371.0,5.6,51.8,,28.0,343.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99203,OFFICE/OUTPATIENT NEW LOW MDM 30 MINUTES,176.0,3.5,59.3,,13.0,163.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99204,OFFICE/OUTPATIENT NEW MODERATE MDM 45 MINUTES,122.0,6.5,62.2,,12.0,110.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,72148,MRI LUMBAR SPINE NO CONTRAST,121.0,11.9,29.6,,18.0,103.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,70553,MRI BRAIN WO/W CONTRAST,90.0,8.8,29.4,,21.0,69.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73721,MRI LEFT KNEE NO CONTRAST,85.0,14.1,23.1,,25.0,60.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,OFFICE/OUTPATIENT ESTABLISHED MOD MDM 30 MIN,77.0,25.3,139.6,,7.0,70.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97530,THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,77.0,9.1,71.6,,3.0,74.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73721,MRI RIGHT KNEE NO CONTRAST,68.0,8.2,44.0,,24.0,44.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97162,PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS,62.0,20.8,37.6,148.7,4.0,57.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,72148,MRI LUMBAR SPINE NO CONTRAST,121.0,11.9,29.6,,18.0,103.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70553,MRI BRAIN WO/W CONTRAST,90.0,8.8,29.4,,21.0,69.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,73721,MRI LEFT KNEE NO CONTRAST,85.0,14.1,23.1,,25.0,60.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,73721,MRI RIGHT KNEE NO CONTRAST,68.0,8.2,44.0,,24.0,44.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,72141,MRI CERVICAL SPINE NO CONTRAST,58.0,10.2,18.8,,18.0,40.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,73221,MRI RIGHT SHOULDER NO CONTRAST,53.0,20.4,39.2,,8.0,45.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70551,MRI BRAIN NO CONTRAST,47.0,12.3,32.3,,14.0,33.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,73221,MRI LEFT SHOULDER NO CONTRAST,33.0,4.9,17.3,,8.0,25.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97112,THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCA,27.0,0.5,47.8,,3.0,24.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,27130,ARTHRP ACETBLR/PROX FEM PROSTC AGRFT/ALGRFT,27.0,,44.7,,,27.0,,missing,missing,approved
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,64635,DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL,1.0,,321.3,,,1.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,23413,EXT REFERRAL GYNECOLOGY,1.0,,143.1,,,1.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,A9593,GALLIUM GA-68 PSMA-11 DIAGNOSTIC UCSF 1 MCI,1.0,,455.8,,,1.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES,8.0,0.5,194.5,,2.0,6.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,26660,"MEMBER REQUEST, PRE-SERVICE",22.0,719.3,335.5,,4.0,18.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,21893,REFERRAL OCCUPATIONAL THERAPY PEDIATRICS,31.0,,162.1,,,31.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,92507,TX SPEECH LANG VOICE COMMJ &/AUDITORY PROC IND,45.0,1.0,109.0,,2.0,43.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,97530,THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,77.0,9.1,71.6,,3.0,74.0,,missing,missing,denied
Carrier E,2024,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,99203,OFFICE/OUTPATIENT NEW LOW MDM 30 MINUTES,176.0,3.5,59.3,,13.0,163.0,,missing,missing,denied
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,124,"ROOM & BOARD, SEMIPRIVATE TWO-BED - PSYCHIATRIC",58.0,,17.5,31.8,,46.0,12.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,126,"ROOM & BOARD, SEMIPRIVATE TWO-BED - DETOXIFICATION",51.0,,35.9,48.3,,33.0,18.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,1002,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, CHEM DEP",36.0,,68.8,0.2,,35.0,1.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,1001,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, PSYCHIATRIC",14.0,,23.4,47.8,,13.0,1.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,194,"SUBACUTE CARE, LEVEL IV",2.0,,19.7,,,2.0,,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,154,"ROOM & BOARD, WARD - PSYCHIATRIC",2.0,,43.7,,,2.0,,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES,1.0,,,24.0,,,1.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,80321,DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 1 OR 2,1.0,,7.1,,,1.0,,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,914,"BEHAVIORAL HEALTH TREATMENTS/SVCS, INDIVIDUAL THERAPY",1.0,,169.7,,,1.0,,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,124,"ROOM & BOARD, SEMIPRIVATE TWO-BED - PSYCHIATRIC",58.0,,17.5,31.8,,46.0,12.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,126,"ROOM & BOARD, SEMIPRIVATE TWO-BED - DETOXIFICATION",51.0,,35.9,48.3,,33.0,18.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,1002,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, CHEM DEP",36.0,,68.8,0.2,,35.0,1.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,1001,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, PSYCHIATRIC",14.0,,23.4,47.8,,13.0,1.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,194,"SUBACUTE CARE, LEVEL IV",2.0,,19.7,,,2.0,,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,154,"ROOM & BOARD, WARD - PSYCHIATRIC",2.0,,43.7,,,2.0,,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES,1.0,,,24.0,,,1.0,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,80321,DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 1 OR 2,1.0,,7.1,,,1.0,,missing,missing,approved
Carrier E,2024,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,914,"BEHAVIORAL HEALTH TREATMENTS/SVCS, INDIVIDUAL THERAPY",1.0,,169.7,,,1.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97153,ADAPTIVE BEHAVIOR TX BY PROTOCOL TECH EA 15 MIN,61.0,,50.1,,,61.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90791,PSYCHIATRIC DIAGNOSTIC EVALUATION,57.0,,91.6,,,57.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97151,BEHAVIOR ID ASSESSMENT BY PHYS/QHP EA 15 MIN,38.0,,26.7,,,38.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,OFFICE/OUTPATIENT ESTABLISHED MOD MDM 30 MIN,23.0,,236.3,,,23.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,912,"BEHAVIORAL HEALTH TREATMENTS/SVCS, PARTIAL HOSPITAL - LESS INTENSIVE",21.0,,51.6,,,21.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0001,ALCOHOL AND/OR DRUG ASSESS,19.0,,53.7,27.3,,18.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES,19.0,,102.0,,,19.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,S9480,INTENSIVE OUTPATIENT PSYCHIA,15.0,,69.4,69.9,,14.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,G0410,GRP PSYCHOTX NOT MX FAM GP PART HSP/OP 45-50 MIN,14.0,45.7,37.0,,1.0,13.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0020,ALCOHOL AND/OR DRUG SERVICES METHADONE ADMINISTRATION,11.0,,101.9,125.3,,10.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97153,ADAPTIVE BEHAVIOR TX BY PROTOCOL TECH EA 15 MIN,61.0,,50.1,,,61.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97151,BEHAVIOR ID ASSESSMENT BY PHYS/QHP EA 15 MIN,38.0,,26.7,,,38.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99214,OFFICE/OUTPATIENT ESTABLISHED MOD MDM 30 MIN,23.0,,236.3,,,23.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,912,"BEHAVIORAL HEALTH TREATMENTS/SVCS, PARTIAL HOSPITAL - LESS INTENSIVE",21.0,,51.6,,,21.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,H0001,ALCOHOL AND/OR DRUG ASSESS,19.0,,53.7,27.3,,18.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,S9480,INTENSIVE OUTPATIENT PSYCHIA,15.0,,69.4,69.9,,14.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,G0410,GRP PSYCHOTX NOT MX FAM GP PART HSP/OP 45-50 MIN,14.0,45.7,37.0,,1.0,13.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,H0020,ALCOHOL AND/OR DRUG SERVICES METHADONE ADMINISTRATION,11.0,,101.9,125.3,,10.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99204,OFFICE/OUTPATIENT NEW MODERATE MDM 45 MINUTES,9.0,,121.1,,,9.0,,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90792,PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,9.0,,56.6,26.4,,8.0,1.0,missing,missing,approved
Carrier E,2024,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90791,PSYCHIATRIC DIAGNOSTIC EVALUATION,57.0,,91.6,,,57.0,,missing,missing,denied
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0143,WALKER FOLDING WHEELED W/O S,157.0,242.2,11.6,,1.0,156.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A4239,SPLY ALW NONADJUNC NONIMPL CGM 1 MO SPLY= 1 UOS,105.0,,19.7,,,105.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2103,NONADJUNCTIVE NONIMPLANTED CGM/RECEIVER,99.0,,8.5,,,99.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0604,BREAST PUMP HEAVY DUTY HOSP GRADE PISTON OP,84.0,0.3,16.4,,1.0,83.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0570,NEBULIZER WITH COMPRESSOR,76.0,2.4,7.1,,7.0,69.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L1852,KNEE ORTHOSIS DOUBLE UPRIGHT THIGH AND CALF,62.0,,33.1,,,62.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E1390,OXYGEN CONCENTRATOR,62.0,1.0,11.2,,4.0,58.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0730,TENS DEVICE 4/MORE LEADS MULTI NERVE STIMULATION,55.0,,22.2,,,55.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A5500,DIAB ONLY FIT CSTM PREP&SPL SHOE MX DNSITY INSRT PER SHOE,50.0,,24.4,,,50.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,K0001,STANDARD WHEELCHAIR,25.0,1.3,20.4,,1.0,24.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0604,BREAST PUMP HEAVY DUTY HOSP GRADE PISTON OP,84.0,0.3,16.4,,1.0,83.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L1852,KNEE ORTHOSIS DOUBLE UPRIGHT THIGH AND CALF,62.0,,33.1,,,62.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E1390,OXYGEN CONCENTRATOR,62.0,1.0,11.2,,4.0,58.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0730,TENS DEVICE 4/MORE LEADS MULTI NERVE STIMULATION,55.0,,22.2,,,55.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A5500,DIAB ONLY FIT CSTM PREP&SPL SHOE MX DNSITY INSRT PER SHOE,50.0,,24.4,,,50.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,K0001,STANDARD WHEELCHAIR,25.0,1.3,20.4,,1.0,24.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L0457,TLSO FLX SC JUNC TERM INF TO SCAP SPINE PREFAB,23.0,2.0,21.1,,1.0,22.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A9999,MISCELLANEOUS DME SUPPLY OR ACCESSORY NOS,23.0,,36.2,,,23.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0202,PHOTOTHERAPY LIGHT W/ PHOTOM,22.0,2.2,19.9,,6.0,16.0,,missing,missing,approved
Carrier E,2024,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A6212,FOAM DRESS STERL PAD SZ 16 SQ/> W/ADHES BORDR EA,22.0,,18.2,,,22.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,95250,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor f,115.0,,30.0,,,115.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0784,EXT AMB INFUSN PUMP INSULIN,21.0,,27.6,,,21.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A4230,INFUS INSULIN PUMP NON NEEDL,15.0,,103.5,,,15.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A4232,SYRINGE W/NEEDLE INSULIN 3CC,7.0,,7.3,,,7.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A6257,TRANSPARENT FILM STERL 16 SQ IN OR LESS EA DRESS,2.0,,24.7,,,2.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A5120,SKIN BARRIER WIPES OR SWABS EACH,1.0,,3.1,,,1.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0784,EXT AMB INFUSN PUMP INSULIN,21.0,,27.6,,,21.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A4230,INFUS INSULIN PUMP NON NEEDL,15.0,,103.5,,,15.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A4232,SYRINGE W/NEEDLE INSULIN 3CC,7.0,,7.3,,,7.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A6257,TRANSPARENT FILM STERL 16 SQ IN OR LESS EA DRESS,2.0,,24.7,,,2.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A5120,SKIN BARRIER WIPES OR SWABS EACH,1.0,,3.1,,,1.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,95250,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor f,115.0,,30.0,,,115.0,,missing,missing,approved
Carrier E,2024,Diabetes Supplies and Equip,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,95250,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor f,115.0,,30.0,,,115.0,,missing,missing,denied
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,226.0,,26.07653392,,0.0,226.0,0.0,EMPAGLIFLOZIN,JARDIANCE,approved
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,193.0,,33.80955671,,0.0,193.0,0.0,SEMAGLUTIDE,OZEMPIC,denied
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,63.0,,29.24854497,,0.0,63.0,0.0,LISDEXAMFETAMINE DIMESYLATE,VYVANSE,approved
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,53.0,,28.14422956,,0.0,53.0,0.0,ADALIMUMAB-ATTO,AMJEVITA,approved
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,53.0,,23.051174,,0.0,53.0,0.0,FREMANEZUMAB-VFRM,AJOVY,approved
